id,name,name_local,country,region,municipality,population_current,population_scale,purpose,theme,start_year,end_year,status_current,actor_type,lead_actor,component_types,components,latest_source_year,elapsed_years,follow_up,follow_up_note,single_outlet,self_reported,source_count,source_urls,unknown_fields,image_url,image_credit,last_verified,url
is-0001,地区ごとの小さな工事を住民の電子投票で決めている,Hverfið mitt,アイスランド,首都地域（höfuðborgarsvæðið）,レイキャビク,139804,5万〜25万,住民が決める,デジタル・情報発信,,,継続中,行政,レイキャビク市（Reykjavíkurborg）,hybrid,住民が地区ごとに案を出す｜市の仕組みの中で案を検討して絞る｜地区協議会と協力して投票にかける｜15歳以上の市民が電子的に投票する｜選ばれた案を市が入札にかけて施工する,2024,,濃い,2019年に費用の超過と実施方法への批判が報じられ、市は見直しの作業部会を置いた。2021年の投票参加は16%を超え、2024年には2023年9月の投票で選ばれた62件の入札が許可された。,,,8,https://www.visir.is/g/2018180309296/hverfid-mitt-i-reykjavik-2018｜https://www.dv.is/eyjan/2019/11/06/sex-milljonir-kostar-ad-nefna-og-merkja-tvo-gongustiga-hja-reykjavikurborg-thetta-endar-svo-12-mills｜https://www.visir.is/g/20191699656d｜https://www.ruv.is/frett/hverfid-mitt-for-50-milljonir-fram-ur-aaetlun｜https://www.visir.is/g/20212169534d/aldrei-fleiri-tekid-thatt-og-stor-verkefni-framundan｜https://www.visir.is/g/20212169669d｜https://www.dv.is/frettir/2023/09/20/ibuar-grafarholts-og-ulfarsardals-med-mestu-thatttokuna-hugmyndakosningu｜https://reykjavik.is/frettir/2024/hverfid-mitt-fjolbreytt-og-skemmtileg-verkefni-til-framkvaemda,start_year｜elapsed_years,https://www.visir.is/i/629F4E48884B249CA46C8BE22734685C963359B1643711A5B990186D722CBA7F_1600x900.jpg,Vísir,2026-08-18,https://yusu0326.github.io/terroir-site/p/is-0001.html
it-0001,出ていった人の空き家に、着いた人を住まわせた,Riace,イタリア,カラブリア州レッジョ・カラブリア県,リアーチェ,1600,5万人未満,住む人を増やす・戻す,空き家・空き店舗・遊休不動産,1998,,判定不能,混合,協会 Città Futura と リアーチェ町（当時の町長 Domenico「Mimmo」Lucano）,hybrid,移住で空いた住宅に新しく来た人を入れた｜学校を開けて子どもの数を保った｜小さな工房と店に資金を回した｜戸別収集のごみ分別を始めた,2025,27,濃い,"1998年にクルド人約200人が着いたことから始まり、17年で20か国以上の6千人以上を受け入れて人口は1,600人を超えたと2016年に報じられた。2018年10月2日に町長が自宅軟禁となり、2021年9月に懲役13年2か月の判決を受けたが、2023年10月の控訴審でほぼすべての罪が崩れ、2025年2月に文書1件の18か月のみが確定した。",,,6,https://www.internazionale.it/opinione/ida-dominijanni/2016/04/04/riace-migranti-sindaco｜https://www.ansa.it/canale_lifestyle/notizie/societa_diritti/2016/11/06/italia-che-accoglie-riace-come-il-borgo-fantasma-e-diventato-paese-modello-di-integrazione_3c882479-d4de-11e7-8470-00505695d1bc.html｜https://www.vita.it/il-modello-di-accoglienza-di-riace-e-a-rischio-salviamolo/｜https://www.ansa.it/sito/notizie/cronaca/2021/09/30/mimmo-lucano-e-la-parabola-del-modello-riace_835d377c-1f01-4dd4-b34b-b2b9bc2a333d.html｜https://www.ansa.it/calabria/notizie/2023/10/11/lucano-condannato-in-appello-a-un-anno-e-sei-mesi_f4a5fd53-25f0-4f56-b010-c96750ced5d8.html｜https://www.ansa.it/sito/notizie/cronaca/2025/02/12/definitiva-la-condanna-di-mimmo-lucano-a-18-mesi-per-falso_a4159e1e-cf46-4e9a-876c-4c9a34802ac7.html,funding_scale,https://media.internazionale.it/images/2016/04/04/123088-sd.jpg,Internazionale（Ida Dominijanni）,2026-08-17,https://yusu0326.github.io/terroir-site/p/it-0001.html
it-0002,違法建築の町の空いた中庭を、現代美術の場に変えた,Farm Cultural Park,イタリア,シチリア州アグリジェント県,ファヴァーラ,31315,5万人未満,誇りをつくる,空き家・空き店舗・遊休不動産,2010,,継続中,民間（その他）,Andrea Bartoli（公証人）と Florinda Saieva（弁護士）夫妻,hybrid,旧市街の空いた中庭を買って直した｜現代美術の展示と催しを常設にした｜子ども向けの建築の学校を置いた｜住民70人で社会的企業をつくった,2022,12,濃い,"2010年に旧市街の違法建築が崩れて姉妹2人が亡くなったことを受けて、予定を早めて開設された。2017年6月には7年で2,000万ユーロ超の投資、年12万人の来訪、常勤150人と報じられた。同年8月には無許可の土地占有として2つの木造施設が封印され、2021年5月には住民70人が社会的企業をつくっている。",,,4,https://www.ansa.it/sicilia/notizie/2017/06/22/ansa-farm-cultural-park-cosi-rinasce-paese-dellagrigentino_3095bd5a-6597-466b-96fe-ca86fe345891.html｜https://www.ilsole24ore.com/art/burocrazia-e-permessi-rischiano-bloccare-farm-cultural-park-favara-AEPE5NAC｜https://www.ilsole24ore.com/art/a-favara-nasce-societa-azioni-buone-AEoP2fK｜https://www.vita.it/storie-e-persone/a-favara-larte-di-farm-cultural-park-ha-reinventato-la-citta/,,https://i2.res.24o.it/images2010/Editrice/ILSOLE24ORE/ILSOLE24ORE/2017/08/09/Impresa%20e%20Territori/ImmaginiWeb/Ritagli/Farm-Cultural-Park-1-kbB--835x437@IlSole24Ore-Web.jpg,Il Sole 24 Ore,2026-08-17,https://yusu0326.github.io/terroir-site/p/it-0002.html
it-0003,最後の店と最後の酒場が閉じたので、住民が会社をつくって開け直した,Succiso,イタリア,エミリア＝ロマーニャ州レッジョ・エミリア県,ヴェンタッソ（スッチーゾ地区）,65,5万人未満,商いを起こす,商店街・市場,1991,,継続中,住民組織,Cooperativa Valle dei Cavalieri（2016年時点の代表 Dario Torri）,hybrid,閉まった酒場と食料品店を開け直した｜住民の半分が組合員になった｜宿と食堂を足して観光客を入れた｜送迎車を買って通学と買物を担った,2022,31,濃い,1991年に村で唯一の酒場が閉じ、その少し前に最後の店も閉じたことから、住民9人が協同組合をつくった。2016年時点で組合員33人・常勤7人、宿と食堂を合わせて年に最大1万4千人を受け入れている。2022年2月の報道は、これをイタリアで最初のコミュニティ協同組合と位置づけている。,,,3,https://www.redattoresociale.it/article/notiziario/ali_e_stefano_il_tour_di_due_chef_alla_ricerca_della_coesione_sociale｜https://www.vita.it/succiso-il-paese-cooperativa-dove-ogni-giorno-si-cambia-lavoro/｜https://www.ilsole24ore.com/art/effetto-pandemia-e-politiche-luoghi-spingono-cooperative-comunita-AEeoesAB,,https://valledeicavalieri.it/wp/wp-content/uploads/2018/02/img_bar_003-1.jpg,Cooperativa Valle dei Cavalieri,2026-08-17,https://yusu0326.github.io/terroir-site/p/it-0003.html
it-0004,"量販店の売れ残りを地区ごとの拠点に集め、非営利団体が世帯に配る。拠点は8つに増え、2025年は1,057トンを回収した",Hub di Quartiere contro lo spreco alimentare,イタリア,ロンバルディア州ミラノ県,ミラノ,1365698,25万超,お金を地域で回す,農林水産・食,2019,,継続中,混合,ミラノ市の Food Policy 部門。Percorsi di Secondo Welfare（2021年10月20日）は、この事業がミラノ市・ミラノ工科大学・Assolombarda・Fondazione Cariplo の2017年の連携から生まれ、最初の拠点の実現に Banco alimentare della Lombardia が加わったと書いている（ミラノ市に Fondazione Cariplo・Programma QuBì・Assolombarda・ミラノ工科大学が加わって2019年に始まったと書くのは、裏取り出典の LifeGate 2024年2月7日である）。拠点ごとの運営は民間の団体が担う——Lambrate は Banco alimentare della Lombardia が AVIS Milano の空間で、Gallaratese は Terre des hommes が担う（Percorsi di Secondo Welfare 2021年10月20日）。Hub del Centro は Associazione IBVA の空間に置かれ（Gazzetta di Milano 2022年9月21日）、Selinunte は Coopi（Cooperazione Internazionale）が担い（MiTomorrow 2024年6月24日）、Cuccagna は Cascina Cuccagna が幹事となって EMERGENCY・Associazione Economia e Sostenibilità・Fondazione Acra・Associazione Comunità Il Gabbiano・Associazione Recup APS が加わる（ECO dalle Città 2024年10月16日）。回収量の集計は、Isola・Lambrate・Gallaratese についてはミラノ工科大学の Osservatorio Food Sustainability と Assolombarda が、Foody についてはミラノ大学（Università Statale di Milano）が担うと Gazzetta di Milano（2022年9月21日）が書いている,hybrid,量販店の売れ残りを引き取る｜地区ごとに集配の拠点を置く｜地元の非営利団体が世帯に配る｜大学と経済団体が回収量を測る｜20超の団体と拠点を共同設計する｜賞金を拠点の増設に充てる,2026,7,濃い,"2026年2月、2025年に市内の網が1,057トンを集め、前年より32%多かったと報じられた。2026年6月には、卸売市場の中にある Foody Zero Sprechi 単体で730トン超という数字が示されている。",,,6,https://www.secondowelfare.it/poverta-alimentare/gli-hub-di-quartiere-di-milano-che-hanno-vinto-learthshot-prize/｜https://www.gazzettadimilano.it/food/milano-food-policy-apre-il-quinto-hub-di-quartiere-contro-lo-spreco-alimentare-in-via-santa-croce/｜https://www.mitomorrow.it/cambiamilano/spreco-alimentare-milano/｜https://www.ecodallecitta.it/milano-hub-quartiere-spreco-alimentare/｜https://quindicinews.it/2026/02/05/lotta-allo-spreco-alimentare-nel-2025-milano-recupera-oltre-mille-tonnellate-di-cibo/｜https://www.ladysilvia.it/article/35055,,https://www.secondowelfare.it/wp-content/uploads/2021/10/City-of-Milan_4-Copia-1.jpg,Percorsi di Secondo Welfare,2026-08-20,https://yusu0326.github.io/terroir-site/p/it-0004.html
jp-0001,街区再編でできた通路を企業対抗の綱引き会場にした,京橋綱引き大会,日本,東京都,中央区京橋,192145,5万〜25万,誇りをつくる,交通・道路・駅,2019,,継続中,デベロッパー・鉄道事業者,東京スクエアガーデン（東京建物）と京橋エドグラン（日本土地建物）の共催,soft,ビルの貫通通路を競技会場にした｜入居企業の対抗戦として組んだ｜日本綱引連盟の公式ルールで行った｜1チーム8人中2人以上を女性とした｜予選会場を近隣3棟に広げた,2025,6,濃い,2019年の第1回は11社、2023年の第2回は18社、2024年の第3回は東京ミッドタウン八重洲の企業を含む20チーム。2025年の第4回は3棟で予選会を開き、10チームが決勝に進んだ。,,true,5,https://guidetokyo.info/join/report/repo85.html｜https://www.enworld.com/blog/blog-02.html｜https://www.kyobashi.tokyo/news/11403.html｜https://www.kyobashi.tokyo/news/11489.html｜https://www.kyobashi.tokyo/news/11748.html,funding_scale,https://guidetokyo.info/common/image/join_image/repo85-1.jpg,東京街人,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0001.html
jp-0002,車を地下に落として出てきた幅13mの歩道を運営に回した,新虎通り,日本,東京都,港区（新橋〜虎ノ門）,270509,25万超,歩けるようにする,交通・道路・駅,2014,,継続中,混合,一般社団法人新虎通りエリアマネジメント（事務局：森ビル／都市再生機構／東京都道路整備保全公社）,hybrid,車の通行を地下トンネルに移した｜車道の左右に幅13mの歩道を取った｜歩道にオープンカフェを置いた｜道路占用許可の特例を使った｜都内初のほこみち区域に指定された,2023,9,濃い,2014年3月の開通後、2019年に国家戦略道路占用事業に認定され、2022年に社会実験を経て、2023年3月17日に都内で初めてほこみちの利便増進誘導区域に指定された。同年4月と6月にマルシェが開かれた。,,,4,https://www.nikkei.com/article/DGXMZO76335150Z20C14A8000000/｜https://www.spt.metro.tokyo.lg.jp/tosei/hodohappyo/press/2023/03/16/03.html｜https://project.nikkeibp.co.jp/atclppp/PPP/news/032202835/｜https://www.homes.co.jp/cont/press/buy/buy_01536/,funding_scale,https://article-image-ix.nikkei.com/https%3A%2F%2Fimgix-proxy.n8s.jp%2FDSXZZO7633520029082014000000-12.jpg?auto=compress&bg=FFFF&crop=focalpoint&fit=crop&fm=jpg&h=630&w=1200&s=163009b0ca50b1ce0e963304fe5e8bbc,日本経済新聞,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0002.html
jp-0003,丘のスタジアムに福祉と農園を混ぜて365日使う場にした,里山スタジアム,日本,愛媛県,今治市,151672,5万〜25万,人を呼ぶ,学校・公共施設,2014,,継続中,民間（その他）,株式会社今治.夢スポーツ,hard,丘にスタジアムを建てた｜カフェと福祉事業所を併設した｜ドッグランと農園とビオトープを置いた｜雨水を浸透させる緑溝を回した｜井戸水と雨水を散水に使った,2024,10,濃い,2014年に岡田武史がオーナーに就任し、2023年1月29日に里山スタジアムが開業した。2024年1月時点で、カフェ・福祉事業所・ドッグラン・農園・ビオトープを敷地内に配している。,,,3,https://xtrend.nikkei.com/atcl/contents/casestudy/00012/01150/｜https://xtech.nikkei.com/atcl/nxt/column/18/02717/011500002/｜https://www.potluck-yaesu.com/magazine/20240329/1956/,funding_scale,https://xtrend.nikkei.com/atcl/contents/casestudy/00012/01150/nxr_m.jpg,日経クロストレンド,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0003.html
jp-0004,空き家率53%の温泉街を、宿と飲食店に変えながら町民で100年後を決めた,温泉津,日本,島根県,大田市温泉津町,,不明,商いを起こす,空き家・空き店舗・遊休不動産,2004,,継続中,混合,空き家活用を行なう民間企業と、温泉津100年会議の企画・運営（移住者の近江雅子・西田優花）,hybrid,空き家を宿と飲食店に変えた｜分散型ホテルの形になった｜町民113人で100年後を話した｜合言葉「湧くで温泉津」を作った,2026,22,濃い,2004年に国の重要伝統的建造物群保存地区に指定された。2023年に温泉津100人会議が初めて開かれ、2025年12月には113人が参加する温泉津100年会議が開かれた。民間企業による空き家活用の開始年は出典から確認できなかった。,,true,2,https://www.jstage.jst.go.jp/article/reportscpij/23/4/23_487/_article/-char/ja/｜https://yamatogokoro.jp/report/59452/,population_scale｜funding_scale,https://yamatogokoro.jp/inbound/wp-content/uploads/2026/02/49745c3fc146c4f5c267aaeefe00893f.jpg,やまとごころ.jp,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0004.html
jp-0005,壊滅した商店街を市が買い上げ、44棟の再開発ビルに建て替えるのに30年近くかけている,新長田駅南地区,日本,兵庫県,神戸市長田区,,25万超,住む人を増やす・戻す,商店街・市場,1995,,判定不能,行政,神戸市,hard,市が用地をまとめて買い上げた｜再開発ビル44棟を建てる計画にした｜商業床を3層構造にして分譲した｜買収が進まぬ1区画を対象から外した,2025,30,濃い,1995年3月に都市計画決定され、2003年と2006年の論文が商業床の空きと入居者の実態を調べた。2020年12月の神戸市の検証報告書は収支見込みを赤字326億円とし、商業のにぎわいに課題が残るとした。2024年10月の記事は、最後の1棟の完成見通しが立ち、事業が10月末で完了すると伝えている。,,,5,https://www.jstage.jst.go.jp/article/aija/68/564/68_KJ00004230657/_article/-char/ja/｜https://www.jstage.jst.go.jp/article/aija/71/599/71_KJ00004390435/_article/-char/ja/｜https://www.kobe-np.co.jp/news/sougou/202012/0013958930.shtml｜https://www.kobe-np.co.jp/news/society/202410/0018219466.shtml｜https://www.kobe-np.co.jp/opinion/202503/0018737155.shtml,population_current｜end_year｜status_current,https://i.kobe-np.co.jp/news/society/202410/img/a_18219470.jpg,神戸新聞,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0005.html
jp-0006,駅前の町有地に、図書館と体育館と住宅を民間と組んで建てた,オガール,日本,岩手県,紫波郡紫波町（紫波中央駅前）,33000,5万人未満,人を呼ぶ,学校・公共施設,,,継続中,混合,紫波町と民間事業者による公民連携。2021年の論文は中心人物として岡崎正信氏に聞き取りをしている,hard,駅前の町有地に施設群を建てた｜推進組織を先に立ち上げた｜スポーツ施設を核に据えた｜住宅地を同じ区域に組み込んだ,2025,,濃い,開始年は出典から確認できず、記録は2014年から2025年にわたる。2014年には住宅地のエコハウスが専門誌で紹介され、2021年の論文は展開を始動期・形成期・展開期の3期に整理した。2025年8月にも駅前の広場で4日間の祭りが開かれている。,,,3,https://www.jstage.jst.go.jp/article/jares/28/3/28_126/_article/-char/ja｜https://www.jstage.jst.go.jp/article/ckg/14/0/14_217/_article/-char/ja｜https://www.iwate-np.co.jp/article/2025/8/2/185560,start_year｜elapsed_years｜funding_scale,https://img.japandx.co.jp/shiwatown/cms/soshiki/4_2/2_1_1/DJI_0007_20180719%E3%82%AA%E3%82%AC%E3%83%BC%E3%83%AB%E7%A9%BA%E6%92%AE.JPG,紫波町,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0006.html
jp-0007,建物の高さや色ではなく「美の原則」8つで開発と個別に交渉する条例を作った,真鶴町まちづくり条例,日本,神奈川県,足柄下郡真鶴町,6327,5万人未満,誇りをつくる,住まいと暮らし（住宅・医療・福祉・子育て）,,,継続中,行政,真鶴町,soft,抽象的な美の原則を8つ定めた｜69の言葉を具体の基準にした｜開発ごとに個別に協議した｜協議の記録を調書として残した,2024,,濃い,開始年は出典から確認できず、記録は1994年から2024年にわたる。2003年の論文は美のリクエスト53件を数え上げ、2005年には日経アーキテクチュアがマンション計画による揺らぎを景観法の特集で扱った。2024年の学会報告は地域アイデンティティの面から評価している。,,,4,https://www.jstage.jst.go.jp/article/jappm/17/3/17_83/_article/-char/ja｜https://www.jstage.jst.go.jp/article/journalcpij/38.3/0/38.3_199/_article/-char/ja/｜https://cir.nii.ac.jp/crid/1520572357918839424｜https://www.jstage.jst.go.jp/article/jitrproceedings/39/0/39_264/_article/-char/ja,start_year｜elapsed_years｜funding_scale,https://www.zck.or.jp/uploaded/image/7883.jpg,全国町村会,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0007.html
jp-0008,住民が自分たちで憲章を作り、それが2段階で法律の形になった,妻籠宿,日本,長野県,木曽郡南木曽町,3545,5万人未満,誇りをつくる,住まいと暮らし（住宅・医療・福祉・子育て）,1971,,継続中,混合,妻籠宿の住民（住民憲章の制定主体）と南木曽町（条例の制定主体）,soft,住民が自主規範として憲章を作った｜町が3年後に保存条例にした｜国の伝建制度の創設につながった｜制定の過程を段階的に踏んだ,2017,46,濃い,1971年に住民が憲章を作り、1973年に南木曽町が保存条例にした。この動きが1975年の伝統的建造物群保存地区の制度の創設につながり、1976年に妻籠宿は他6地区とともに指定された。2016年の論文は憲章が約半世紀運用されてきたとしている。,,,3,https://cir.nii.ac.jp/crid/1571698602389331456｜https://www.jstage.jst.go.jp/article/journalcpij/51/3/51_328/_article/-char/ja｜https://www.jstage.jst.go.jp/article/aija/82/740/82_2637/_article/-char/ja,funding_scale,https://tsumago.jp/wordpress/wp-content/uploads/2020/12/bkg_main2.jpg,妻籠観光協会,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0008.html
jp-0009,栗の町の商業地を修景し、30年後に「らしさ」がどこにあるか測られた,小布施町,日本,長野県,上高井郡小布施町,11000,5万人未満,誇りをつくる,商店街・市場,,,継続中,混合,小布施町と地元の民間企業（2012年の論文は「地元の民間企業や行政」が起点だとする）,hybrid,商業地の建物の外観を整えた｜建物の設計を規制で揃えた｜庭を来訪者に開く事業を組んだ｜特産品を地域の名前で売った,2025,,濃い,開始年は出典から確認できず、研究の記録は1996年から2025年にわたる。1996年の論文は町並み整備を導く「触媒」を論じ、2011年には景観の変遷が、2012年には活性化の手法が整理された。2025年の論文は「小布施らしい」景観がどこにあるかを住民と関係人口に測っている。,,,4,https://www.jstage.jst.go.jp/article/journalcpij/31/0/31_211/_article/-char/ja｜https://www.jstage.jst.go.jp/article/aija/76/670/76_670_2353/_article/-char/ja｜https://www.jstage.jst.go.jp/article/jasmin/2012f/0/2012f_151/_article/-char/ja｜https://www.jstage.jst.go.jp/article/aija/90/834/90_1739/_article/-char/ja,start_year｜elapsed_years｜funding_scale,https://www.town.obuse.nagano.jp/fs/1/1/3/4/7/_/submachi301.jpg,小布施町,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0009.html
jp-0010,汚れた川を住民が掃除したことが、町並み保存に火をつけた,佐原,日本,千葉県,香取市佐原（小野川沿い）,66100,5万〜25万,誇りをつくる,自然・緑地・水辺,,,継続中,混合,小野川の清掃を始めた地域住民と市民団体、および香取市（旧佐原市）,hybrid,住民が汚れた川を掃除した｜町並み保存の運動に広がった｜大祭の担い手と別々に動いた｜川沿いに観光の店が増えた,2025,,濃い,開始年は出典から確認できず、研究の記録は2007年から2025年にわたる。2009年の論文が成立要因を分析し、2016年には震災による屋根被害が調査された。2025年の論文は、住民の意識が景観維持派と観光推進派に分かれたことを報告している。,,,5,https://www.jstage.jst.go.jp/article/sogokanko/06/0/06_35/_article/-char/ja/｜https://www.jstage.jst.go.jp/article/sociotechnica/6/0/6_0_93/_article/-char/ja｜https://www.jstage.jst.go.jp/article/aija/81/726/81_1839/_article/-char/ja/｜https://cir.nii.ac.jp/crid/1520291855054792832｜https://www.jstage.jst.go.jp/article/jags/18/1/18_15/_article/-char/ja/,start_year｜elapsed_years｜funding_scale,https://www.city.katori.lg.jp/living/sumai/machinamihozon.images/honcho.jpg,香取市,2026-08-17,https://yusu0326.github.io/terroir-site/p/jp-0010.html
jp-0011,りんご並木の両側に再開発ビルを建て、上を住宅、下を店舗と福祉にした,飯田まちづくりカンパニー,日本,長野県,飯田市,92847,5万〜25万,住む人を増やす・戻す,商店街・市場,,,継続中,混合,株式会社飯田まちづくりカンパニー（出資者は商業者・企業・市民有志・行政・金融機関・商工会議所）,hybrid,中心市街地に再開発ビルを3棟建てた｜上層を住宅、下層を店舗と福祉にした｜りんご並木沿いの空き店舗を仲介した｜高齢者住宅とテナントビルを運営した｜市民団体とNPOの立ち上げを支えた,2018,,濃い,開始年は出典から確認できず、記録は2000年から2018年にわたる。2006年の検討会資料は成果と課題を挙げ、2010年の事例紹介は3つの再開発事業と空き店舗の仲介を、2018年の聞き取りはまちづくり組織の呼び込みを扱っている。,,,11,https://www.env.go.jp/council/27ondanka-mati/y270-09/mat02.pdf｜https://machi.smrj.go.jp/machi/public/example/100903iida.html｜https://machi.smrj.go.jp/machi/public/example/181010iida.html｜https://cir.nii.ac.jp/crid/1522825130943139456｜https://cir.nii.ac.jp/crid/1521980704957898368｜https://cir.nii.ac.jp/crid/1520010380780795392｜https://cir.nii.ac.jp/crid/1521417755451480064｜https://cir.nii.ac.jp/crid/1520573330173846656｜https://cir.nii.ac.jp/crid/1520854804737958784｜https://cir.nii.ac.jp/crid/1050564288816021760｜https://cir.nii.ac.jp/crid/1522825129757572864,start_year｜elapsed_years｜funding_scale,https://machi.smrj.go.jp/machi/public/example/n1i3ft0000002gdp-img/iida03.jpg,中心市街地活性化協議会支援センター（中小企業基盤整備機構）,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0011.html
jp-0012,商店街の住民が建物の規範を自分たちで作り、35年以上、建て方に口を出し続けた,川越一番街,日本,埼玉県,川越市,353018,25万超,住民が決める,商店街・市場,1987,,継続中,住民組織,川越町並み委員会（住民による自主的なまちづくりの協議機関）,soft,住民が「町づくり規範」を作った｜建築行為に委員会が助言・提案した｜伝統的建造物群保存地区に指定された｜規範を約5年かけて改訂した｜市が都市景観推進団体に指定した,2025,38,濃い,1987年の発足から、記録は2025年まで続く。1992年の論文は委員会の役割と限界を、2009年の論文は歴史的環境の変容を扱い、2025年の論文は観光地化に老舗商店がどう対応したかを類型に分けている。,,,9,https://www.jstage.jst.go.jp/article/journalcpij/27/0/27_67/_article/-char/ja｜https://cir.nii.ac.jp/crid/1573950398965179008｜https://cir.nii.ac.jp/crid/1523951030347095296｜https://cir.nii.ac.jp/crid/1571980075284635008｜https://cir.nii.ac.jp/crid/1390282679191182080｜https://cir.nii.ac.jp/crid/1521699231107740544｜https://www.city.kawagoe.saitama.jp/shisei/toshikei/1010554/1010635/1010636/1010640.html｜https://www.city.kawagoe.saitama.jp/shisei/toshikei/1010554/1010635/1010636/1016035.html｜https://www.jstage.jst.go.jp/article/journalcpij/60/1/60_20242408/_article/-char/ja/,funding_scale,https://kawagoe-machinami.com/wp-content/uploads/2025/02/olympic02.jpg,川越町並み委員会,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0012.html
jp-0013,天井川が廃川になって残った高い河床を、削らずに公園にした,草津川跡地,日本,滋賀県,草津市,141983,5万〜25万,空間をひらく,自然・緑地・水辺,,,継続中,混合,草津市（公園・土木・建築）と草津まちづくり株式会社（公園内商業施設ココリバ）,hard,天井川の廃川敷を都市公園にした｜堤防に囲まれた地形をそのまま残した｜園内に商業施設3棟を誘致した｜災害時の避難・物資供給拠点にした｜設計から施工まで市民の意見を聞いた,2024,,濃い,開始年は出典から確認できず、記録は2003年から2024年にわたる。2003年の論文は跡地利用をめぐる市民と行政の対話を、2019年の土木学会デザイン賞は選考委員の講評を載せ、2024年のガバナンスは廃川跡地の活用として取り上げている。,,,9,https://design-prize.sakura.ne.jp/archives/result/1237｜https://cir.nii.ac.jp/crid/1570854176811660672｜https://cir.nii.ac.jp/crid/1520009407818023936｜https://cir.nii.ac.jp/crid/1523106605941239168｜https://cir.nii.ac.jp/crid/1521980704759969152｜https://cir.nii.ac.jp/crid/1520020165315042432｜https://cir.nii.ac.jp/crid/1521699230917306624｜https://cir.nii.ac.jp/crid/1520010380862927744｜https://cir.nii.ac.jp/crid/1520580561492113408,start_year｜elapsed_years,https://design-prize.sakura.ne.jp/wp/wp-content/uploads/2019/11/b1_kusatsu_cs.jpg,土木学会デザイン賞（土木学会景観・デザイン委員会）,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0013.html
jp-0014,川と公園を稼げる場所にして、駐車場の売上をまちづくりの原資に回した,紀州まちづくり舎,日本,和歌山県,和歌山市,349208,25万超,商いを起こす,自然・緑地・水辺,2014,,継続中,民間（その他）,株式会社紀州まちづくり舎（代表取締役 吉川誠人）,hybrid,川沿いで社会実験のイベントを開いた｜公園と地下駐車場を一括で受託した｜駐車場の売上を市に納めて残す形にした｜公園の倉庫をカフェと貸室にした｜川沿いに毎日の夜市を出した,2025,11,濃い,2014年設立から、記録は2025年まで続く。2017年の記事は市堀川の社会実験を、2020年の記事は本町公園と地下駐車場の指定管理と収入の仕組みを、2025年の記事は毎日開いてきた夜市を4月以降も継続すると報じている。,,,4,https://www.living-web.net/%E6%B0%B4%E8%BE%BA%E3%82%92%E6%AD%A9%E3%81%93%E3%81%86-%E6%9C%AA%E6%9D%A5%E3%81%AB%E3%81%A4%E3%81%AA%E3%81%8C%E3%82%8B%E9%AD%85%E5%8A%9B%E3%82%92%E6%B1%82%E3%82%81%E3%81%A6/｜https://www.nwn.jp/news/200328_honmachi-park/｜https://www.city.wakayama.wakayama.jp/kurashi/douro_kouen_machi/1007741/1017946.html｜https://wakayama.keizai.biz/headline/2800/,funding_scale,https://images.keizai.biz/wakayama_keizai/headline/1745587283_photo.jpg,和歌山経済新聞,2026-08-19,https://yusu0326.github.io/terroir-site/p/jp-0014.html
